,symbol,name,etf,date,close,open,volume,close_last_month,open_last_month,volume_last_month,pct_chg
0,A,"Agilent Technologies, Inc. Common Stock",False,2020-04-01,68.91999816894531,69.47000122070312,2173600.0,81.97000122070312,77.30999755859375,3407500.0,-0.15920462190333334
1,A,"Agilent Technologies, Inc. Common Stock",False,2020-04-02,72.29000091552734,68.2699966430664,1840300.0,80.31999969482422,81.88999938964844,3017200.0,-0.09997508478345181
2,AA,Alcoa Corporation Common Stock ,False,2020-04-01,6.25,5.960000038146973,10452200.0,13.729999542236328,14.020000457763672,6784800.0,-0.5447924101691553
3,AA,Alcoa Corporation Common Stock ,False,2020-04-02,6.079999923706055,6.289999961853027,10277700.0,12.9399995803833,13.670000076293945,10024700.0,-0.5301390942142552
4,AAAU,Perth Mint Physical Gold ETF,True,2020-04-01,15.869999885559082,15.739999771118164,296200.0,15.8100004196167,15.899999618530273,293900.0,0.0037950325332020106
5,AAAU,Perth Mint Physical Gold ETF,True,2020-04-02,16.18000030517578,16.209999084472656,99200.0,16.309999465942383,15.989999771118164,256700.0,-0.007970519008174
6,AACG,"ATA Creativity Global - American Depositary Shares, each representing two common shares",False,2020-04-01,0.949999988079071,0.949999988079071,1900.0,0.9800000190734863,1.0,13500.0,-0.03061227592911475
7,AACG,"ATA Creativity Global - American Depositary Shares, each representing two common shares",False,2020-04-02,0.9200000166893005,0.949999988079071,5200.0,0.9800000190734863,0.9900000095367432,40800.0,-0.06122449103716459
8,AADR,AdvisorShares Dorsey Wright ADR ETF,True,2020-04-01,39.029998779296875,39.16999816894531,5700.0,51.08000183105469,49.779998779296875,11700.0,-0.23590451487477965
9,AADR,AdvisorShares Dorsey Wright ADR ETF,True,2020-04-02,39.5,39.400001525878906,9900.0,50.75,51.18000030517578,24500.0,-0.22167487684729065
10,AAL,"American Airlines Group, Inc. - Common Stock",False,2020-04-01,10.6899995803833,11.449999809265137,56854400.0,18.860000610351562,19.049999237060547,38738000.0,-0.4331919812072566
11,AAL,"American Airlines Group, Inc. - Common Stock",False,2020-04-02,10.0600004196167,10.609999656677246,65534600.0,17.850000381469727,19.65999984741211,35402500.0,-0.43641455436269394
12,AAMC,Altisource Asset Management Corp Com,False,2020-04-01,13.850000381469727,14.300000190734863,7200.0,20.799999237060547,20.799999237060547,300.0,-0.3341345726209264
